Car Model ,Review,Style,Comfort,Fuel Economy,Performance,Value for Money
2010 Toyota Corolla GLi 1.3 VVTi,"Toyota Corolla Grande' November 2020. Starting from exterior, good attention is given to the finish and quality assurance according to our local standards. Interior, considering the features of course has more features and options than its competitor including the head unit.  Issues: open any window a little bit and the air comes through the switches in the doors. Glove box light missing, which will be addressed by the warranty. Rear cup holder cover in the arm rest has a deep scratch. Not sure if it will be addressed as i didnt notice while taking the delivery. I still have to figure out if the front lights adjust themselves and moves as per the quoted feature. Seats are extra hard not comfortable.  Handling is very good. Fuel economy is pretty nice.  Final word: value for money 39 lacs... would not agree much. But of course a better deal in comparison to the competitor. I am satified from this aspect. More ",5-rating,5-rating,5-rating,4-rating,5-rating
2018 Suzuki Ciaz Manual,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),2-rating,5-rating,5-rating,3-rating,4-rating
2014 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,"Good exterior. Fuel economy around 10-12km per liter depending on the driving foot. I drove it up to 150km speed. Comes with 14 inch standard iron tyres.  Pros: > Dual ACs are very good.  > Very spacious. Seats are also good. Interior is a basic one. As compared to Suzuki Bolan, its a good replacement.  > With fog lights  Cons: > Cabin noise is a main issue. You will not feel comfortable due to cabin noise.  > Radiator consumes a lot of water on a daily basis.  > Indicators works opposite as compared to the RHS driving. Same goes with the controls like fan, AC, vents...  > After some time, you will see that Petrol vent will not open.  > You will also feel some additional noise after a milage of 3000 to 4000 km. However, you can get it rectified from the showroom Free of cost.  > Due to height, there are some stability issues while driving at the motorway.  > Tyres are not of good quality. A bit of pressurized driving may result in burst of tyres.  More ",5-rating,5-rating,5-rating,4-rating,5-rating
2018 Honda Civic Oriel 1.8 i-VTEC CVT,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2009 Toyota Corolla XLi VVTi,"Xli gives12 to 13 km in city and 14 15 km on highway per liter, seating capacity is also good and can comfortably seat 4 5 persons , Electronic power steering is awesome however the car does roll on turns and vibrates over 100 which is unpleasant , it can do 0 to 100 in 16 seconds which is OK and feels fast but braking is quiet a big issue ground clearance is good but does hit ground when there are 4 passengers lack of power mirrors and windows is appalling but overall for 12 13 lac i believe it is a much better option than City Cultus and is economical than Swift considering you drive below 75kmh because it just doesnt stop. ????  More ",3-rating,4-rating,5-rating,3-rating,4-rating
2020 Toyota Yaris ATIV MT 1.3,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),4-rating,5-rating,3-rating,4-rating,5-rating
2014 Honda Vezel Hybrid Z Honda Sensing,"Exterior is awesome , I previously used GLI and city yaris is more comfortable the both. Fuel efficient car best fuel economy. smooth suspension comfortable ride value for money. performance is awesome . Ac is very good, I drove 6000 km totally satisfied with drive and built quality.",5-rating,3-rating,4-rating,5-rating,5-rating
2020 Hyundai Santa Fe,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),3-rating,4-rating,5-rating,5-rating,1-rating
2018 Suzuki Vitara GLX 1.6,"Vezel is too good in terms of drive quality, economy of fuel and resale value of money,rumours about its transmission issues are totally baseless, very rough and tough crossover for off roading as well, i have used in for 2 years and car VSA saved me with family on motorway after blasting of tyre, very safe with 8 airbags, 6 in front, 2 at rear, with safety features of honda sensing",4-rating,5-rating,5-rating,5-rating,5-rating
2020 Toyota Yaris ATIV X CVT 1.5,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,5-rating,5-rating,5-rating,5-rating
2012 Suzuki Wagon R FX Limited,In comparison of toyota land cruiser or a audi e tron it don't stand a chance in comparison of them it's price is too much for what they are giving hyundai santa fe price should be something under 10 million according to it's features and shape I would recommend a lc or audi q7 ,5-rating,5-rating,5-rating,4-rating,5-rating
1990 Toyota Corolla SE Limited,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,5-rating,5-rating,1-rating,5-rating
2020 Toyota Yaris ATIV X CVT 1.5,"Exterior of car gives a luxury as well as sporty look.Better for off-roading than sportage. Owned this car in 2018.""GREAT EXPERIENCE"" In August 2020 i bought Kia Sportage AWD. Such a bad experience after paying 6M Vitara comes with a 1.6L vvt engine which truly competes 2.0L engine of sportage or tucson.Parts are easily available at very low prices as compared to Tucson.Moreover car has exellent safety features like 7airbags.Yet interior of car gives an average look but better as compared to the interior of Sportage. Excellent Panoramic sunroof .No water leakage issue like panoramic sunroof of Sportage. Good fuel economy.12-13.5 with AC in city and 14-15 on long . Excellent and comfortable suspension. Very large boot space. Best pick and acceleration ever in 1.6L.Outstanding performance and ground clearance you don't have to worry on any speed breaker. At last i would like to say that Suzuki Vitara GLX 4X4 is an excellent compact SUV in luxuries as well as sports and off roading. More ",5-rating,5-rating,5-rating,4-rating,5-rating
2013 Suzuki Mehran VX Euro II,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),5-rating,5-rating,4-rating,5-rating,5-rating
2020 KIA Sportage FWD,"I was using City 2018 previously and I shifted from City to Yaris due to its excellent features like push start, digital climate control , air bags and DRLs as compared to City 1.5 aspire its a complete package and the driving comfort is extremely good and the sports mode is really affective .",5-rating,5-rating,4-rating,5-rating,5-rating
2020 Toyota Yaris GLI MT 1.3,Do you find this review helpful? YesNo Report (3 out of 3 people found this review helpful),5-rating,5-rating,1-rating,5-rating,2-rating
2020 Toyota Corolla Altis Grande CVT-i 1.8,"Grande is no doubt a stylish, fuel efficient car with nice twin tone interior. Yet, if ur a person who is looking for a comfortable car with nice, soft body cuts / shape seats then Grande is a BIG NO. Its seats are hard as a plank with no spine / back convex. Its so called leather seats are way too hard. Even fabric seat of Pakistani WagonR are more soft which is approximately 3 times cheaper than the 4.1 million car.",5-rating,1-rating,4-rating,4-rating,3-rating
2003 Toyota Corolla XLi,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),1-rating,4-rating,4-rating,3-rating,5-rating
2020 Honda City 1.3 i-VTEC Prosmatec,"It is among the best cars ever made in Pakistan. We have bought this car in 2003 from toyota walton motors as a 0 meter and its been 17 years to that car and still looks better than many other cars. This car is very spacious and the engine technology, 16 valve EFI, Z-gen twin cam engine, was firstly introduced in this car and thos is the reason that it is giving 13 km/l in city and about 18km/l on highways or long routes even after 17 years. We have taken it to kunjerab 2 times and till naran 10-12 times and its performance is perfect. I am totally impressed with this car and this car is now of 14 lakh rupees, while we had bought it for only 10 lakhs. I would genuinely recommend thi car to any one findin a car below 1.5 million. More ",4-rating,4-rating,3-rating,5-rating,4-rating
2020 KIA Picanto 1.0 AT,Do you find this review helpful? YesNo Report (0 out of 0 people found this review helpful),4-rating,3-rating,5-rating,5-rating,4-rating
2014 Suzuki Every Wagon JP Turbo,"Honda city is a very good looking and out class vehicle, and because of that, it is successful from years. We have bought this car for family of 6 mebers and the interior space is also very reasonable. I am impressed with the performance and parts availability is also good. It is a good car and reliable to buy, I would recommend it to any one finding a respectable and nice ride within price budged below 3 million.",3-rating,5-rating,5-rating,4-rating,5-rating
2016 Nissan Dayz S,Do you find this review helpful? YesNo Report (1 out of 1 person found this review helpful),5-rating,5-rating,5-rating,4-rating,3-rating
2006 Suzuki Mehran VXR,Awesome Exterior Stylish Look Fuel economy in city 14 km per liter on motorway with AC 18.5 km per liter I how it improves over time great suspension the interior is like a modern superb luxury car Pick is great. It sprints quickly 0-100Km in 12 sec Recently shifted from Suzuki Cultus to Kia Picanto. I think I made the right decision. It has many features which are not available with its competitors in local market.,5-rating,5-rating,5-rating,4-rating,5-rating
